,overall
21492,4.0
13333,5.0
1805,5.0
15428,5.0
9828,4.0
17487,2.0
13202,3.0
13515,5.0
2187,5.0
22603,4.0
18304,2.0
8966,5.0
13899,5.0
10094,3.0
18154,4.0
7378,5.0
1304,3.0
17866,5.0
8480,2.0
18575,5.0
2496,5.0
17165,5.0
21018,5.0
7550,5.0
9772,5.0
9799,4.0
4197,5.0
3111,5.0
21490,2.0
4562,4.0
10985,5.0
8184,5.0
11294,4.0
20355,5.0
22124,5.0
2867,5.0
21843,3.0
9585,5.0
3286,5.0
21591,4.0
19073,5.0
11515,4.0
17476,4.0
23378,4.0
1848,5.0
15911,5.0
16360,5.0
22297,5.0
11591,2.0
7721,5.0
19865,5.0
462,5.0
16304,4.0
16605,4.0
14219,5.0
23554,5.0
19155,5.0
4629,5.0
20291,3.0
4544,5.0
13863,5.0
19230,3.0
8333,5.0
6075,4.0
10203,5.0
12781,5.0
15864,3.0
5737,5.0
5279,5.0
19937,4.0
6679,5.0
1926,5.0
13511,4.0
293,4.0
17698,4.0
8047,5.0
8446,5.0
18590,3.0
1870,5.0
22092,5.0
12542,4.0
15136,2.0
1726,5.0
10744,3.0
20454,1.0
14650,5.0
13677,5.0
20027,5.0
5339,5.0
12039,1.0
8947,3.0
18687,1.0
20441,4.0
16391,1.0
20253,5.0
10366,2.0
3817,4.0
9826,5.0
15030,5.0
6732,4.0
21706,5.0
19205,4.0
13442,3.0
18250,4.0
14172,1.0
611,5.0
21215,5.0
22048,5.0
2846,5.0
16656,5.0
17701,5.0
7971,5.0
10102,4.0
2194,5.0
16350,5.0
19325,5.0
23345,5.0
9191,4.0
2830,5.0
20559,4.0
4452,3.0
5578,5.0
9552,5.0
22818,5.0
191,5.0
2743,4.0
1080,5.0
3793,5.0
7825,4.0
11424,5.0
322,5.0
6045,5.0
10624,4.0
8916,2.0
8427,5.0
16586,1.0
5364,5.0
11012,4.0
8549,4.0
2762,4.0
11254,2.0
1027,5.0
22320,5.0
15405,5.0
14558,5.0
6528,3.0
18929,4.0
21225,5.0
4461,5.0
383,5.0
12198,2.0
18666,4.0
4904,5.0
13399,5.0
14383,4.0
21871,3.0
12473,5.0
18615,5.0
17079,1.0
11637,4.0
21501,5.0
17420,3.0
13715,5.0
20705,5.0
15048,5.0
10105,5.0
18043,5.0
18910,4.0
13784,5.0
22634,2.0
7695,5.0
3517,5.0
20988,3.0
19433,3.0
13447,3.0
11540,5.0
512,5.0
20719,5.0
15390,3.0
11575,5.0
1291,5.0
8809,5.0
13966,4.0
15859,5.0
20601,1.0
17700,4.0
21512,4.0
5449,5.0
12145,3.0
9609,5.0
19766,5.0
11330,4.0
16541,4.0
7118,5.0
8920,4.0
17382,5.0
15831,4.0
12234,5.0
17924,4.0
2382,5.0
12149,4.0
606,5.0
6674,5.0
5665,5.0
16023,5.0
1943,5.0
17819,3.0
22722,5.0
7665,5.0
17602,3.0
13826,5.0
13670,3.0
20808,4.0
9292,5.0
7949,2.0
22683,5.0
6900,5.0
23329,5.0
2944,5.0
13230,5.0
10459,5.0
22656,4.0
2397,5.0
13873,4.0
9323,5.0
17169,4.0
1592,5.0
23142,3.0
13828,4.0
7133,5.0
8510,3.0
4942,5.0
9005,3.0
4540,3.0
15575,5.0
18516,3.0
11411,5.0
23531,5.0
4712,4.0
7629,5.0
56,5.0
23445,5.0
4220,5.0
20463,5.0
22261,4.0
3285,5.0
451,5.0
20284,4.0
3923,4.0
3388,5.0
4008,5.0
1640,5.0
19868,4.0
21087,5.0
19183,5.0
14319,4.0
4047,5.0
6139,5.0
13927,2.0
4048,5.0
1200,4.0
6948,5.0
15286,5.0
10256,1.0
22698,5.0
6649,3.0
16049,5.0
22988,4.0
16399,4.0
9508,4.0
23129,5.0
8006,2.0
8868,5.0
14994,4.0
6521,3.0
15860,5.0
9702,5.0
10123,5.0
13626,5.0
10863,4.0
6608,5.0
6031,5.0
13694,3.0
5514,5.0
16430,4.0
22179,4.0
5047,5.0
21603,5.0
18752,4.0
21665,5.0
7180,5.0
9949,4.0
3884,4.0
1295,5.0
16583,3.0
16209,1.0
1682,4.0
21704,4.0
912,4.0
5101,5.0
14349,4.0
10138,5.0
6866,4.0
22269,5.0
13524,1.0
9416,3.0
2593,3.0
979,5.0
870,5.0
12830,5.0
20625,5.0
3342,5.0
12738,5.0
9133,5.0
21255,4.0
18033,4.0
22392,4.0
21204,1.0
8226,5.0
9472,4.0
13668,5.0
16484,4.0
6994,4.0
19086,4.0
11558,5.0
21907,5.0
20282,5.0
10730,2.0
22794,5.0
10665,5.0
10150,5.0
13937,4.0
3746,5.0
19672,4.0
12353,4.0
1115,5.0
1343,5.0
6555,4.0
1415,2.0
11953,5.0
13286,5.0
3178,5.0
14345,5.0
2868,4.0
16534,5.0
5881,5.0
8314,4.0
13765,4.0
5021,5.0
4836,5.0
574,5.0
9343,5.0
14266,2.0
7468,5.0
7415,4.0
6809,5.0
7534,5.0
5089,5.0
7507,5.0
4879,5.0
4284,5.0
13766,4.0
1539,5.0
6047,3.0
19220,5.0
16343,5.0
15970,4.0
11258,5.0
19514,4.0
14771,5.0
1458,5.0
22430,5.0
9384,5.0
3762,5.0
9706,5.0
13433,5.0
12015,5.0
4137,4.0
1149,5.0
187,5.0
6845,4.0
20989,3.0
12635,5.0
11001,5.0
9053,3.0
21261,5.0
12092,5.0
1507,5.0
20479,4.0
1414,1.0
22630,4.0
3861,5.0
17644,4.0
8289,5.0
8040,5.0
15199,5.0
23622,5.0
5246,4.0
13535,5.0
14356,5.0
11218,2.0
8642,5.0
14186,2.0
2389,4.0
7885,5.0
12960,4.0
4411,5.0
2179,5.0
19828,5.0
3800,5.0
13774,5.0
12679,5.0
7256,2.0
20836,4.0
2200,5.0
2440,4.0
8526,4.0
7240,5.0
22381,5.0
19686,2.0
12673,5.0
11279,4.0
14559,4.0
16838,3.0
1344,5.0
15814,4.0
15909,3.0
3326,4.0
23679,5.0
13951,2.0
1736,5.0
8145,5.0
13237,3.0
5141,3.0
3199,5.0
11047,4.0
8596,5.0
9939,5.0
12269,5.0
1782,4.0
11973,5.0
9044,4.0
16675,5.0
6557,4.0
18161,2.0
5297,5.0
7973,4.0
20710,5.0
12656,4.0
4756,4.0
7163,5.0
19750,2.0
18222,4.0
15817,4.0
8505,5.0
1658,4.0
13416,1.0
20301,5.0
19557,4.0
7012,5.0
21818,5.0
9268,3.0
2177,5.0
18552,4.0
419,4.0
7675,5.0
21694,4.0
5772,5.0
10502,5.0
5523,4.0
11440,1.0
9638,4.0
19900,5.0
2669,4.0
683,5.0
5379,1.0
14154,5.0
10175,3.0
9519,4.0
2695,2.0
21191,4.0
17799,5.0
20880,5.0
8477,5.0
16502,1.0
18651,2.0
20466,5.0
5160,4.0
16961,4.0
214,5.0
15798,4.0
2631,4.0
8853,5.0
14801,4.0
9668,4.0
18888,5.0
5169,5.0
6876,5.0
14322,1.0
3794,5.0
21078,5.0
4606,5.0
18693,5.0
8452,5.0
20757,4.0
18278,5.0
5610,2.0
19866,5.0
9624,1.0
14467,4.0
8165,1.0
22941,1.0
7173,5.0
23097,4.0
930,4.0
22444,4.0
21965,1.0
9468,5.0
5350,1.0
18707,4.0
4342,5.0
15529,4.0
21732,4.0
12874,2.0
7933,5.0
21931,3.0
10221,5.0
5635,4.0
8846,5.0
20085,1.0
11547,4.0
23341,5.0
17840,3.0
2756,5.0
5582,5.0
4866,5.0
8030,5.0
16044,5.0
6227,5.0
17458,5.0
17478,1.0
5430,5.0
15885,4.0
15492,5.0
12537,5.0
2942,4.0
7426,5.0
13115,3.0
20349,2.0
4216,5.0
10709,5.0
6436,5.0
4247,5.0
19948,5.0
10592,5.0
6953,5.0
20141,4.0
10621,4.0
13291,5.0
22937,4.0
1064,5.0
15964,3.0
19178,4.0
6785,4.0
3200,5.0
21140,3.0
19043,3.0
13532,5.0
9525,2.0
16931,4.0
19544,5.0
20404,5.0
17063,5.0
18833,5.0
22139,5.0
5752,5.0
4915,5.0
2611,3.0
15796,5.0
18793,1.0
107,3.0
16461,4.0
2307,5.0
8575,5.0
17545,4.0
18848,4.0
16852,4.0
1563,5.0
15503,5.0
745,5.0
4698,3.0
22337,5.0
11536,4.0
6871,5.0
12357,4.0
11551,1.0
21463,5.0
8979,4.0
10142,5.0
10163,3.0
19131,4.0
13486,5.0
22424,4.0
22094,5.0
15144,1.0
2905,4.0
20595,5.0
21648,5.0
2616,5.0
12832,5.0
13366,4.0
10569,5.0
16485,5.0
7191,5.0
17316,4.0
18071,4.0
7972,4.0
438,4.0
1922,5.0
14433,5.0
7329,2.0
17025,4.0
2447,5.0
22699,5.0
8908,4.0
9040,1.0
12018,5.0
19129,5.0
457,4.0
8260,2.0
16116,5.0
8010,5.0
7725,5.0
9190,4.0
4843,5.0
3882,4.0
5250,5.0
3523,5.0
12863,5.0
22315,4.0
15053,4.0
535,5.0
3835,5.0
12949,4.0
22500,4.0
3081,5.0
16777,2.0
6625,3.0
14563,1.0
11880,4.0
18739,4.0
4386,5.0
4038,2.0
22792,5.0
14029,5.0
17663,4.0
16186,3.0
7999,4.0
3634,4.0
15832,4.0
466,4.0
1130,5.0
15547,4.0
10521,3.0
9440,5.0
10431,4.0
4215,5.0
16154,3.0
12616,1.0
3393,5.0
22445,4.0
19334,4.0
22355,4.0
21536,4.0
18186,5.0
5989,4.0
13697,5.0
15417,1.0
18737,4.0
15902,1.0
21079,4.0
16829,5.0
12414,5.0
6177,4.0
2894,4.0
4873,4.0
14753,5.0
21707,5.0
16383,4.0
21972,1.0
16445,4.0
6598,4.0
11248,5.0
20704,4.0
5858,5.0
8200,4.0
23572,5.0
9424,5.0
4481,3.0
1004,5.0
19728,5.0
11774,4.0
6297,4.0
11760,3.0
10280,3.0
2474,5.0
5799,5.0
2031,3.0
20371,3.0
6159,3.0
4681,5.0
22558,3.0
4752,5.0
23141,4.0
5315,5.0
5589,5.0
9435,5.0
11696,5.0
22159,4.0
6289,5.0
5541,4.0
11883,4.0
22529,4.0
8044,5.0
22609,3.0
7511,5.0
21845,5.0
23449,3.0
21830,4.0
20254,3.0
12053,4.0
13106,4.0
17662,5.0
2642,4.0
19562,4.0
2904,4.0
19266,5.0
11870,5.0
13094,3.0
5926,3.0
21805,5.0
6850,5.0
7377,4.0
9061,5.0
7160,5.0
19080,2.0
21120,3.0
6951,5.0
7582,4.0
12648,5.0
6138,5.0
23116,4.0
19396,5.0
14996,4.0
12465,5.0
22556,5.0
9536,1.0
256,5.0
14109,5.0
9672,4.0
6768,5.0
19698,4.0
13427,5.0
9847,5.0
14198,5.0
22880,1.0
3309,5.0
3544,5.0
8742,5.0
5735,4.0
5286,5.0
14894,4.0
14791,4.0
22962,4.0
23207,3.0
22852,4.0
21465,3.0
10322,5.0
11028,4.0
6891,4.0
12430,5.0
18014,4.0
6846,4.0
2843,1.0
4647,5.0
1172,5.0
17556,5.0
494,3.0
10157,4.0
14950,4.0
19958,5.0
21201,5.0
14560,4.0
7153,5.0
21929,4.0
9742,3.0
4028,5.0
14646,5.0
3365,5.0
2395,5.0
11361,4.0
5704,5.0
4913,5.0
1960,5.0
4977,1.0
3222,5.0
2508,5.0
5048,5.0
6515,5.0
6366,4.0
20261,5.0
8824,4.0
995,5.0
21481,4.0
14623,2.0
11130,5.0
16283,4.0
13637,4.0
17853,2.0
9181,4.0
19094,5.0
4017,5.0
3959,4.0
8154,5.0
19808,3.0
18719,5.0
5142,5.0
17728,5.0
9966,4.0
22017,5.0
22800,5.0
9778,4.0
2886,4.0
11465,5.0
8865,5.0
16692,4.0
15981,5.0
2697,3.0
5780,5.0
3002,5.0
1255,4.0
15447,5.0
7457,5.0
18189,2.0
3482,1.0
7581,5.0
22851,5.0
1909,4.0
4701,2.0
6814,5.0
17724,4.0
1530,4.0
18333,5.0
11618,5.0
17051,4.0
3073,4.0
3502,5.0
21370,5.0
12739,4.0
7366,5.0
4672,3.0
2737,5.0
880,3.0
9072,4.0
12489,3.0
12011,5.0
10086,4.0
5592,5.0
22262,4.0
14404,4.0
5710,5.0
186,5.0
915,4.0
5666,4.0
295,5.0
1282,4.0
18768,5.0
16992,5.0
19139,5.0
18534,5.0
7353,5.0
17238,5.0
521,5.0
9730,3.0
23664,4.0
17559,4.0
7183,4.0
13655,4.0
18871,5.0
18993,3.0
19053,1.0
13820,5.0
17955,5.0
21392,5.0
23090,5.0
8241,3.0
12221,5.0
17279,3.0
21778,5.0
8702,5.0
22808,5.0
9473,5.0
17059,5.0
16538,4.0
13246,5.0
9987,5.0
11043,5.0
23712,4.0
14360,3.0
23609,2.0
5814,4.0
19614,4.0
13117,4.0
23791,5.0
16294,5.0
16689,4.0
3563,4.0
1837,5.0
16342,4.0
6967,5.0
2336,4.0
4160,4.0
3659,3.0
301,5.0
9915,4.0
6840,5.0
11483,5.0
1686,3.0
2146,5.0
7360,3.0
19106,5.0
2502,5.0
5750,4.0
10264,5.0
6737,4.0
115,5.0
5565,5.0
14680,5.0
511,5.0
18679,5.0
9057,4.0
6279,5.0
19925,3.0
18077,2.0
3757,4.0
2040,5.0
21329,5.0
5727,5.0
9533,5.0
9884,3.0
8985,5.0
6670,2.0
13461,2.0
2779,4.0
11459,4.0
23635,5.0
11134,5.0
21361,4.0
13685,4.0
5744,5.0
6322,5.0
13303,5.0
20140,4.0
21548,3.0
21002,4.0
7775,5.0
3894,5.0
16949,5.0
17240,5.0
6343,5.0
19897,4.0
20738,1.0
20707,1.0
18622,4.0
662,5.0
4604,4.0
4515,4.0
10208,5.0
708,3.0
9835,5.0
5866,5.0
862,5.0
22639,4.0
8435,5.0
8565,5.0
15763,1.0
16589,5.0
21987,5.0
22650,5.0
12214,4.0
13720,5.0
5545,5.0
2341,5.0
19575,5.0
3373,5.0
2304,5.0
5824,5.0
7106,4.0
13304,5.0
5328,5.0
22318,4.0
9357,5.0
5400,5.0
15799,5.0
3528,4.0
6980,5.0
4059,5.0
6152,5.0
22784,4.0
9360,4.0
1576,5.0
3658,5.0
598,5.0
20924,4.0
6926,5.0
4820,5.0
22745,5.0
2186,5.0
2525,4.0
2305,5.0
17586,4.0
12109,3.0
6347,5.0
23594,4.0
19561,5.0
2125,5.0
19267,5.0
3612,4.0
20052,5.0
17451,5.0
4967,5.0
12712,5.0
15489,5.0
17886,3.0
14457,4.0
12820,5.0
6473,4.0
2790,3.0
11632,2.0
3888,5.0
15183,5.0
802,3.0
4436,4.0
1554,5.0
6176,5.0
22619,5.0
17512,5.0
11759,3.0
17547,4.0
14249,4.0
673,4.0
21756,3.0
16717,5.0
13228,5.0
9796,4.0
17552,4.0
13794,3.0
19322,5.0
5359,5.0
14098,4.0
14776,5.0
14831,4.0
4585,5.0
482,5.0
9240,5.0
2333,4.0
19969,5.0
21604,5.0
15033,4.0
7592,2.0
8887,2.0
9948,3.0
16055,5.0
6182,5.0
362,5.0
12090,4.0
4805,5.0
16963,2.0
11404,5.0
7216,4.0
1464,5.0
17803,5.0
14386,5.0
13179,4.0
21803,4.0
15189,5.0
21411,5.0
11391,5.0
20506,4.0
11421,4.0
7193,5.0
10082,5.0
2953,4.0
20871,5.0
4109,3.0
2728,5.0
3998,1.0
7702,2.0
23219,5.0
22827,2.0
7897,5.0
7635,5.0
9759,5.0
7205,5.0
7324,5.0
10187,5.0
2771,4.0
4599,4.0
8759,5.0
604,4.0
12087,3.0
9876,4.0
3301,5.0
6832,3.0
615,5.0
7016,5.0
14515,3.0
1566,5.0
17783,4.0
10042,5.0
17348,4.0
7380,5.0
9437,5.0
14274,2.0
15579,5.0
18140,4.0
17619,5.0
7868,5.0
3843,5.0
18307,5.0
933,3.0
14694,4.0
13979,5.0
2258,5.0
133,3.0
501,5.0
6999,5.0
2154,5.0
52,5.0
10607,3.0
5289,5.0
20576,5.0
22073,3.0
17755,5.0
2294,5.0
9880,4.0
10646,5.0
1002,5.0
18166,4.0
11153,4.0
131,5.0
4537,4.0
8731,3.0
18890,5.0
10305,5.0
13790,4.0
12992,4.0
11779,1.0
3421,5.0
2380,5.0
13833,5.0
3686,5.0
1702,4.0
8328,5.0
13349,4.0
20392,4.0
20654,5.0
7119,5.0
22164,4.0
15619,4.0
5670,3.0
18645,5.0
18128,5.0
18314,5.0
21260,4.0
7412,5.0
20249,3.0
9018,5.0
13974,5.0
19874,3.0
5080,1.0
19500,4.0
3230,5.0
3256,5.0
16690,4.0
15170,3.0
17290,5.0
4182,5.0
4852,4.0
4254,1.0
13126,5.0
23253,5.0
14507,5.0
585,5.0
9113,4.0
13635,5.0
2202,5.0
16191,5.0
2859,5.0
23054,4.0
9709,3.0
14230,5.0
364,5.0
2703,4.0
12885,3.0
16323,4.0
8310,2.0
8002,5.0
1182,5.0
962,3.0
10827,2.0
18185,5.0
22082,3.0
20205,5.0
23576,5.0
5067,5.0
6021,5.0
9628,4.0
5290,5.0
17582,5.0
14885,3.0
19755,3.0
15289,5.0
22747,4.0
1006,5.0
20665,5.0
21750,5.0
6943,5.0
7855,5.0
8011,5.0
16432,3.0
14051,5.0
10197,1.0
4486,4.0
14922,5.0
10832,5.0
9150,5.0
5046,4.0
2645,4.0
2480,5.0
15501,5.0
11864,5.0
8763,4.0
20643,3.0
14103,5.0
9675,5.0
4666,1.0
1721,4.0
17540,4.0
19646,5.0
19857,4.0
11800,4.0
9344,5.0
20927,5.0
11503,2.0
21959,1.0
385,5.0
16875,5.0
14210,5.0
15887,5.0
3512,2.0
10178,4.0
18509,2.0
1440,5.0
19593,4.0
7941,5.0
5391,5.0
21793,5.0
13636,5.0
18353,5.0
7319,5.0
11769,1.0
10019,4.0
7294,4.0
14001,5.0
3960,5.0
12462,5.0
5431,4.0
2113,5.0
6450,5.0
2533,5.0
22050,5.0
19922,5.0
7085,5.0
5517,5.0
15807,5.0
13033,5.0
5272,5.0
4178,5.0
17071,4.0
505,3.0
19546,5.0
2068,5.0
3169,5.0
3611,4.0
18484,4.0
18363,5.0
10600,5.0
4243,5.0
4023,5.0
4354,5.0
12099,5.0
15221,4.0
21084,4.0
6183,3.0
17770,5.0
22022,5.0
17826,4.0
4324,5.0
13499,5.0
19549,5.0
1849,5.0
4352,5.0
21395,4.0
1437,4.0
2698,1.0
2466,5.0
14067,3.0
18228,5.0
3976,3.0
20606,5.0
3452,5.0
9033,3.0
10566,5.0
12347,1.0
20786,3.0
9026,5.0
6586,5.0
10085,4.0
10166,3.0
16991,5.0
13802,3.0
21955,4.0
20398,4.0
8182,5.0
2777,4.0
9984,4.0
22737,2.0
21728,2.0
7674,5.0
15609,4.0
20219,3.0
11954,5.0
19048,4.0
17522,5.0
16272,5.0
3842,5.0
22514,3.0
331,5.0
196,4.0
18380,5.0
18861,3.0
8274,5.0
12312,4.0
18561,5.0
19387,5.0
16567,2.0
630,5.0
6023,5.0
3599,4.0
18984,5.0
22765,3.0
8592,4.0
10820,5.0
5183,5.0
18246,4.0
17927,2.0
18893,3.0
11341,3.0
20133,5.0
6553,4.0
13918,4.0
7566,5.0
17457,5.0
10306,5.0
8872,5.0
23008,4.0
14455,5.0
11189,1.0
17518,5.0
11854,5.0
9871,5.0
13065,5.0
21368,4.0
1653,4.0
7299,4.0
16668,4.0
10791,3.0
14075,4.0
16761,4.0
17258,4.0
22327,5.0
7267,5.0
22892,5.0
8967,5.0
20735,1.0
15786,4.0
10904,4.0
17148,5.0
15975,5.0
12342,3.0
10797,5.0
9824,4.0
1511,5.0
18360,5.0
22734,4.0
21277,4.0
1508,5.0
19776,4.0
11038,5.0
22487,2.0
23093,3.0
3840,5.0
15995,3.0
2529,4.0
16741,4.0
687,3.0
20977,4.0
3119,3.0
10620,3.0
18429,4.0
8792,5.0
6853,5.0
16254,4.0
5388,5.0
714,4.0
15330,2.0
8325,4.0
9814,4.0
23726,5.0
6188,4.0
19455,4.0
16394,4.0
2052,5.0
7751,3.0
13678,5.0
15850,4.0
9284,3.0
14418,5.0
1728,5.0
261,5.0
21939,5.0
17265,5.0
19524,5.0
4670,3.0
22012,1.0
16043,5.0
8803,3.0
4508,3.0
13272,5.0
6668,5.0
3642,3.0
5795,4.0
18138,3.0
19024,5.0
14852,5.0
3227,5.0
21038,4.0
16071,5.0
18548,4.0
14460,4.0
4111,5.0
14578,4.0
9522,3.0
9819,4.0
21996,5.0
19941,4.0
2919,5.0
2282,5.0
20972,4.0
6434,5.0
22108,3.0
3632,4.0
6380,5.0
10218,1.0
2689,2.0
23699,4.0
15553,5.0
18577,4.0
10909,4.0
12264,4.0
14369,4.0
6056,4.0
5348,5.0
19409,3.0
23006,2.0
3870,4.0
12699,5.0
3221,5.0
17182,5.0
13846,4.0
14066,5.0
18944,5.0
19402,2.0
17869,4.0
4201,1.0
21667,2.0
22890,4.0
2359,5.0
22405,4.0
8187,5.0
18242,5.0
18002,1.0
12526,4.0
3377,3.0
18301,2.0
16964,2.0
3249,5.0
19608,3.0
18479,5.0
22170,5.0
8854,1.0
9917,5.0
3859,1.0
404,4.0
22911,4.0
2938,3.0
23577,5.0
19145,4.0
8701,4.0
2747,5.0
5371,5.0
705,5.0
22891,3.0
16856,5.0
5115,2.0
8343,5.0
16307,3.0
7204,5.0
1683,5.0
18849,3.0
15442,5.0
14785,4.0
19694,4.0
9789,5.0
20090,5.0
8796,5.0
8939,5.0
6210,5.0
7340,5.0
10128,5.0
16744,5.0
10738,1.0
18892,3.0
11016,5.0
15770,4.0
16847,3.0
5480,5.0
3477,5.0
4965,5.0
6941,4.0
17694,5.0
9815,4.0
1091,5.0
16405,5.0
20208,4.0
7051,3.0
6787,5.0
4886,5.0
9056,5.0
2676,1.0
12341,3.0
21117,4.0
1418,3.0
15982,5.0
3896,5.0
5742,5.0
8196,3.0
7906,3.0
19366,5.0
4404,5.0
2822,4.0
21889,5.0
21282,4.0
5872,5.0
2798,5.0
18671,5.0
16222,5.0
21573,5.0
153,4.0
16493,5.0
5162,4.0
9958,1.0
16437,3.0
3789,5.0
18779,2.0
22122,5.0
14769,2.0
17088,4.0
20031,4.0
23271,3.0
11282,1.0
4721,5.0
18070,4.0
4166,5.0
5712,5.0
12717,5.0
4005,5.0
15248,4.0
10677,4.0
14311,5.0
3938,5.0
11199,1.0
18455,4.0
2133,5.0
8168,5.0
22011,5.0
4222,5.0
19340,4.0
11757,4.0
17448,5.0
13204,4.0
2051,5.0
15100,5.0
14403,4.0
6474,4.0
20118,4.0
23438,5.0
14981,5.0
12990,5.0
17539,4.0
1381,5.0
5129,5.0
8991,5.0
19083,5.0
10802,5.0
17750,2.0
23423,5.0
16718,5.0
3509,4.0
15386,5.0
7083,4.0
13185,4.0
8380,5.0
5280,3.0
4511,4.0
21572,5.0
19829,5.0
10939,5.0
13993,5.0
18089,4.0
2997,5.0
4119,4.0
2897,5.0
16857,4.0
12187,5.0
13299,5.0
7247,4.0
14374,2.0
17674,5.0
20928,4.0
22176,5.0
21542,3.0
4003,1.0
21376,4.0
19248,4.0
7282,4.0
8543,5.0
14223,4.0
23396,2.0
5401,5.0
5556,5.0
20213,4.0
2404,3.0
3401,4.0
6234,5.0
7532,5.0
14259,2.0
3003,5.0
10036,5.0
14042,4.0
14318,5.0
9042,3.0
23200,5.0
79,5.0
7598,5.0
20162,4.0
3032,4.0
10813,4.0
11660,3.0
12734,4.0
11636,4.0
14520,5.0
23038,4.0
4835,5.0
17338,5.0
5715,5.0
3348,5.0
23369,3.0
469,5.0
15892,4.0
16077,4.0
16575,5.0
2550,3.0
18341,4.0
21810,4.0
9539,1.0
13387,5.0
3456,3.0
23373,5.0
21623,5.0
20338,5.0
8669,5.0
16947,5.0
17997,2.0
5549,5.0
9548,1.0
15854,5.0
6102,5.0
9691,5.0
23543,5.0
21791,5.0
8964,5.0
23404,4.0
21155,5.0
13371,5.0
7078,5.0
8262,3.0
20299,3.0
22263,3.0
20460,5.0
10003,4.0
15751,3.0
937,1.0
9545,1.0
12254,3.0
7467,5.0
9608,5.0
8242,5.0
15580,5.0
23269,4.0
9514,5.0
6769,5.0
20044,3.0
18696,1.0
6862,4.0
18562,4.0
13390,5.0
9266,5.0
14668,4.0
2673,5.0
18347,3.0
3283,5.0
352,5.0
23068,5.0
13905,5.0
9503,5.0
15554,5.0
15660,3.0
7844,5.0
16765,2.0
4466,3.0
10295,4.0
88,5.0
13350,4.0
614,5.0
13468,4.0
7046,5.0
3641,5.0
15698,1.0
12299,5.0
12523,4.0
8799,4.0
18649,3.0
5649,3.0
23657,4.0
20197,4.0
5828,4.0
22728,5.0
16683,5.0
8573,4.0
21786,5.0
12034,5.0
19606,4.0
181,5.0
10440,5.0
15157,4.0
12428,4.0
6195,5.0
19061,4.0
1318,4.0
12379,3.0
11909,5.0
6682,4.0
1473,4.0
15782,5.0
11091,2.0
7480,5.0
19996,5.0
17275,5.0
1236,5.0
22441,5.0
14279,3.0
22689,1.0
22566,5.0
15879,5.0
8179,5.0
17285,2.0
22741,4.0
4094,4.0
4390,5.0
19986,5.0
339,5.0
1479,5.0
19612,4.0
18643,2.0
15160,3.0
23652,5.0
9278,3.0
9388,4.0
15032,5.0
23485,4.0
9580,4.0
19498,2.0
8683,5.0
12563,5.0
16098,4.0
16496,1.0
15549,2.0
15729,3.0
9551,5.0
22316,5.0
12105,1.0
5109,5.0
16022,5.0
15108,5.0
19783,3.0
19119,5.0
18922,4.0
3481,3.0
1652,4.0
19559,4.0
4019,4.0
3186,5.0
21100,5.0
22024,4.0
4832,5.0
21930,5.0
14104,5.0
397,5.0
22664,4.0
8903,4.0
21378,4.0
22267,5.0
13644,4.0
8570,5.0
7,4.0
20423,5.0
22426,5.0
23225,5.0
19031,4.0
17725,4.0
4012,4.0
11818,5.0
10202,5.0
963,5.0
1946,5.0
18881,5.0
12762,5.0
5012,4.0
6637,5.0
7987,5.0
1608,5.0
895,3.0
15939,3.0
20098,4.0
22083,5.0
20153,5.0
7839,5.0
10840,5.0
956,5.0
18542,5.0
12816,5.0
6372,5.0
10691,5.0
17965,4.0
5136,3.0
18299,4.0
21983,5.0
9979,2.0
382,5.0
309,5.0
4588,5.0
23350,4.0
3490,4.0
3245,2.0
20156,4.0
8070,5.0
23627,3.0
4122,4.0
3223,4.0
1845,5.0
18220,5.0
13753,5.0
14327,2.0
3254,5.0
238,5.0
19270,4.0
19667,5.0
22779,4.0
13641,5.0
22212,3.0
4808,4.0
20099,5.0
18904,5.0
23270,5.0
9464,5.0
9353,5.0
15633,4.0
10526,5.0
372,5.0
15845,5.0
17732,5.0
16137,2.0
19253,5.0
22497,3.0
7817,5.0
23507,4.0
21593,5.0
20881,5.0
18435,2.0
21281,3.0
5366,5.0
7116,4.0
23510,5.0
8974,5.0
5833,4.0
4224,5.0
8198,5.0
13748,5.0
4351,5.0
4414,4.0
17437,5.0
14250,4.0
1723,5.0
9583,3.0
7235,3.0
21175,4.0
525,5.0
12043,5.0
18731,5.0
14024,5.0
6570,5.0
9230,5.0
1999,5.0
20132,5.0
2267,5.0
22446,3.0
19601,5.0
5796,5.0
11060,4.0
17575,5.0
2506,5.0
16880,4.0
20304,5.0
23537,5.0
2057,5.0
8097,3.0
15931,2.0
23729,5.0
10170,4.0
15548,4.0
19704,5.0
5006,5.0
23158,4.0
9075,4.0
1681,3.0
22718,5.0
13726,5.0
16864,4.0
16988,5.0
7031,4.0
23002,2.0
16514,2.0
4020,4.0
1232,3.0
5054,4.0
12286,5.0
7850,5.0
6471,5.0
22211,4.0
2313,5.0
11857,5.0
16487,2.0
23804,5.0
12609,5.0
9699,5.0
22481,1.0
6349,4.0
14589,4.0
12668,4.0
8444,4.0
23782,5.0
18969,5.0
11061,4.0
11496,5.0
10810,5.0
12780,5.0
8156,5.0
18936,3.0
11219,5.0
20761,4.0
6115,4.0
14483,3.0
3737,5.0
9327,5.0
12319,3.0
15021,3.0
4150,4.0
17771,4.0
4995,5.0
